Title,Artist,Period,Complexity,Relevance
Saint Matthias,Simone Martini,Gothic,2,7
Saint Thomas,Simone Martini,Gothic,2,10
The Bridge at Villeneuve-la-Garenne,Alfred Sisley,Impressionism,5,1
The Seine at Bougival,Alfred Sisley,Impressionism,5,8
View of Marly-le-Roi from Coeur-Volant,Alfred Sisley,Impressionism,7,1
Sahurs Meadows in Morning Sun,Alfred Sisley,Impressionism,8,1
The Road from Moret to Saint-Mammes,Alfred Sisley,Impressionism,5,1
The Road from Versailles to Louveciennes,Alfred Sisley,Impressionism,5,4
Rue Eugene Moussoir at Moret: Winter,Alfred Sisley,Impressionism,5,1
Johan Hulshout (1623-1687),Pieter van Slingelandt,Baroque,3,7
Sir William Hood,John Smart,Neoclassicism,1,6
Mrs. Charlotte Lennox,John Smart,Neoclassicism,1,5
Mrs. Comyns,John Smart,Baroque,1,6
Mrs. Caroline Deas,John Smart,Baroque,1,1
"Sir George Armytage (1761-1836), Fourth Baronet",John Smart,Neoclassicism,1,4
Miss Ramus,John Smart,Neoclassicism,1,4
Salome with the Head of Saint John the Baptist,Andrea Solario,Renaissance,5,6
Diego Pignatelli d'Aragona (1687-1750) and an Enslaved African Servant,Francesco Solimena,Baroque,5,1
A Kitchen,Hendrick Sorgh,Baroque,4,10
"The Bath, Javea",Joaquin Sorolla y Bastida,Expressionism,9,1
"Castle of San Servando, Toledo",Joaquin Sorolla y Bastida,Expressionism,7,1
"Senora de Sorolla (Clotilde Garcia del Castillo, 1865-1929) in Black",Joaquin Sorolla y Bastida,Expressionism,10,1
"Mrs. Winthrop W. Aldrich (Harriet Alexander, 1888-1972)",Joaquin Sorolla y Bastida,Expressionism,8,1
Saint Michael the Archangel,Ignacio de Ries,Baroque,9,9
Saint Michael and the Dragon,Spanish (Valencian) Painter,Renaissance,9,4
Saint Mary Magdalen Holding a Crucifix; (reverse) The Flagellation,Spinello Aretino (Spinello di Luca Spinelli),Gothic,10,3
The Dissolute Household,Jan Steen,Baroque,8,4
The Lovesick Maiden,Jan Steen,Baroque,8,1
Merry Company on a Terrace,Jan Steen,Baroque,10,1
A Renaissance Portico with Elegant Figures,Hendrick van Steenwijck II,Baroque,1,1
"Richmond Castle, Yorkshire",Philip Wilson Steer,Expressionism,7,1
After the Ball,Alfred Stevens,Impressionism,7,10
The Japanese Robe,Alfred Stevens,Impressionism,7,1
Old Woman Praying,Matthias Stom,Baroque,7,6
Landscape with Cattle,Jacob van Strij,Neoclassicism,8,8
Tobias Curing His Father's Blindness,Bernardo Strozzi,Baroque,10,5
The Third Duke of Dorset's Hunter with a Groom and a Dog,George Stubbs,Neoclassicism,9,6
Clothing the Naked,Michiel Sweerts,Baroque,8,8
Saint Agapitus of Praeneste in the Arena; (interior) The Beheading of Saint Agapitus of Praeneste,Swiss Painter,Renaissance,9,4
Saint Remigius Replenishing the Barrel of Wine; (interior) Saint Remigius and the Burning Wheat,Swiss Painter,Renaissance,9,3
Christ and the Twelve Apostles,Taddeo di Bartolo,Gothic,6,9
The Billiard Room,Nicolas Antoine Taunay,Romanticism,1,8
Guardroom with the Deliverance of Saint Peter,David Teniers the Younger,Baroque,6,3
Peasants Dancing and Feasting,David Teniers the Younger,Baroque,6,1
Alexander the Great Rescued from the River Cydnus,Pietro Testa,Baroque,9,2
A Sea Nymph,Carl Friedrich Thienpondt,Baroque,1,7
At Lake Garda,Hans Thoma,Expressionism,7,9
The Triumph of Marius,Giovanni Battista Tiepolo,Baroque,10,2
Allegory of the Planets and Continents,Giovanni Battista Tiepolo,Baroque,10,5
The Apotheosis of the Spanish Monarchy,Giovanni Battista Tiepolo,Baroque,7,7
Allegorical Figure Representing Arithmetic,Girolamo Mengozzi (called Colonna)|Giovanni Battista Tiepolo,Baroque,10,1
The Battle of Vercellae,Giovanni Battista Tiepolo,Baroque,10,1
The Capture of Carthage,Giovanni Battista Tiepolo,Baroque,10,6
A Female Allegorical Figure,Giovanni Battista Tiepolo,Baroque,7,5
Allegorical Figure Representing Geometry,Girolamo Mengozzi (called Colonna)|Giovanni Battista Tiepolo,Baroque,10,5
The Glorification of the Barbaro Family,Giovanni Battista Tiepolo,Baroque,10,5
Allegorical Figure Representing Grammar,Girolamo Mengozzi (called Colonna)|Giovanni Battista Tiepolo,Baroque,10,5
The Investiture of Bishop Harold as Duke of Franconia,Giovanni Battista Tiepolo,Baroque,6,5
Allegorical Figure Representing Metaphysics,Girolamo Mengozzi (called Colonna)|Giovanni Battista Tiepolo,Baroque,10,4
Neptune and the Winds,Giovanni Battista Tiepolo,Baroque,6,9
Saint Thecla Praying for the Plague-Stricken,Giovanni Battista Tiepolo,Baroque,6,4
Allegorical Figures Representing Virtue and Abundance,Giovanni Battista Tiepolo,Baroque,10,1
Allegorical Figure Representing Fortitude,Giovanni Battista Tiepolo,Baroque,8,5
Allegorical Figure Representing Prudence,Giovanni Battista Tiepolo,Baroque,9,1
Allegorical Figure Representing Temperance,Giovanni Battista Tiepolo,Baroque,9,1
"Allegorical Figure Representing a Virtue, Possibly Patriotism",Giovanni Battista Tiepolo,Baroque,9,2
A Dance in the Country,Giovanni Domenico Tiepolo,Baroque,8,10
The Glorification of the Giustiniani Family,Giovanni Domenico Tiepolo,Neoclassicism,8,2
The Sacrifice of Isaac,Giovanni Domenico Tiepolo,Baroque,4,9
Doge Alvise Mocenigo (1507-1577) Presented to the Redeemer,Jacopo Tintoretto (Jacopo Robusti),Renaissance,10,1
The Finding of Moses,Jacopo Tintoretto (Jacopo Robusti),Renaissance,9,6
The Miracle of the Loaves and Fishes,Jacopo Tintoretto (Jacopo Robusti),Renaissance,10,4
"Filippo Archinto (born about 1500, died 1558), Archbishop of Milan",Titian (Tiziano Vecellio),Renaissance,9,1
Venus and the Lute Player,Titian,Renaissance,10,5
Jean Marc Nattier (1685-1766),Louis Tocque,Baroque,6,5
"Madame Thadee Natanson (Misia Godebska, 1872-1950) at the Theater",Henri de Toulouse-Lautrec,Impressionism,6,1
Mademoiselle Nys,Henri de Toulouse-Lautrec,Impressionism,2,7
"The Englishman (William Tom Warrener, 1861-1934) at the Moulin Rouge",Henri de Toulouse-Lautrec,Impressionism,7,6
Albert (Rene) Grenier (1858-1925),Henri de Toulouse-Lautrec,Impressionism,2,1
The Sofa,Henri de Toulouse-Lautrec,Impressionism,7,10
Woman in the Garden of Monsieur Forest,Henri de Toulouse-Lautrec,Impressionism,5,1
Emilie,Henri de Toulouse-Lautrec,Impressionism,3,7
Saint Margaret of Cortona,Gaspare Traversi,Baroque,10,1
Teasing a Sleeping Girl,Gaspare Traversi,Baroque,8,1
Comedy,Pierre Charles Tremolieres,Baroque,4,9
The Triumph of Mordecai,Jean Francois de Troy,Baroque,9,1
Going to Market,Constant Troyon,Realism,3,7
Road in the Woods,Constant Troyon,Romanticism,5,7
Rose Hedge,Wilhelm Trubner,Expressionism,6,7
Saint Louis of Toulouse,Cosme Tura (Cosimo di Domenico di Bonaventura),Renaissance,5,5
"Saltash with the Water Ferry, Cornwall",Joseph Mallord William Turner,Romanticism,9,1
"Venice, from the Porch of Madonna della Salute",Joseph Mallord William Turner,Romanticism,9,1
Whalers,Joseph Mallord William Turner,Realism,9,9
Going Home,Fritz von Uhde,Impressionism,8,10
"Copy after Valenciennes's ""Ruins at the Villa Farnese""",French Painter,Romanticism,3,1
Vase of Flowers and Conch Shell,Anne Vallayer-Coster,Neoclassicism,4,1
Halt of the Hunt,Carle (Charles Andre) Vanloo,Baroque,5,1
A Bouquet of Flowers in a Crystal Vase,Nicolaes van Veerendael,Baroque,4,1
"Don Gaspar de Guzman (1587-1645), Count-Duke of Olivares",Juan Bautista Martinez del Mazo,Baroque,9,4
Juan de Pareja (ca. 1608-1670),Velazquez (Diego Rodriguez de Silva y Velazquez),Baroque,7,4
The Supper at Emmaus,Velazquez (Diego Rodriguez de Silva y Velazquez),Baroque,9,8
"Philip IV (1605-1665), King of Spain",Velazquez (Diego Rodriguez de Silva y Velazquez),Baroque,10,1
"Portrait of a Man, Possibly a Self-Portrait",Velazquez (Diego Rodriguez de Silva y Velazquez),Baroque,6,4
Entrance to a Dutch Port,Willem van de Velde II,Baroque,7,4
Allegory of the Catholic Faith,Johannes Vermeer,Baroque,8,3
A Maid Asleep,Johannes Vermeer,Baroque,8,7
Study of a Young Woman,Johannes Vermeer,Baroque,4,9
Young Woman with a Lute,Johannes Vermeer,Baroque,4,4
Young Woman with a Water Pitcher,Johannes Vermeer,Baroque,4,6
The Triumph of Aemilius Paulus,Carle (Antoine Charles Horace) Vernet,Neoclassicism,10,5
Bertel Thorvaldsen (1768-1844) with the Bust of Horace Vernet,Horace Vernet,Romanticism,8,5
The Start of the Race of the Riderless Horses,Horace Vernet,Romanticism,5,1
Alessandro Vittoria (1525-1608),Paolo Veronese (Paolo Caliari),Renaissance,8,1
Boy with a Greyhound,Paolo Veronese (Paolo Caliari),Renaissance,9,5
Mars and Venus United by Love,Paolo Veronese (Paolo Caliari),Renaissance,10,1
Eugene Joseph Stanislas Foullon d'Ecotier (1753-1821),Antoine Vestier,Neoclassicism,7,1
The Reprimand,Jean-Georges Vibert,Impressionism,6,9
The Missionary's Adventures,Jean-Georges Vibert,Impressionism,9,2
Abraham's Parting from the Family of Lot,Jan Victors,Baroque,10,1
"Madame Grand (Noel Catherine Vorlee, 1761-1835)",Elisabeth Louise Vigee Le Brun,Neoclassicism,7,6
Alexandre Charles Emmanuel de Crussol-Florensac (1743-1815),Elisabeth Louise Vigee Le Brun,Neoclassicism,7,6
"Comtesse de la Chatre (Marie Charlotte Louise Perrette Aglae Bontemps, 1762-1848)",Elisabeth Louise Vigee Le Brun,Neoclassicism,8,1
Examining Antique Arms,Jose Villegas y Cordero,Realism,3,5
Marie Josephine Charlotte du Val d'Ognes (1786-1868),Marie Denise Villers,Romanticism,10,2
A Man with the Initials JD,Villers,Neoclassicism,1,2
Madame Ingouf,Vincent,Neoclassicism,1,1
Saint Peter Martyr Healing the Leg of a Young Man,Antonio Vivarini,Renaissance,4,1
Saint Jerome,Antonio Vivarini,Renaissance,2,9
The Death of the Virgin,Bartolomeo Vivarini,Renaissance,10,8
A Saint (Mark?) Reading,Bartolomeo Vivarini,Renaissance,4,1
Calm Sea,Simon de Vlieger,Baroque,4,8
"Interior of the Oude Kerk, Delft",Hendrick van Vliet,Baroque,7,2
Still Life with Cheese,Antoine Vollon,Realism,8,9
A Vase with Flowers,Jacob Vosmaer,Baroque,7,10
"A Day in October, near Waxholm, Sweden",Alfred Wahlberg,Impressionism,9,2
The French Comedians,Antoine Watteau,Baroque,6,4
Mezzetin,Antoine Watteau,Baroque,4,2
"An Old Bridge at Hendon, Middlesex",Frederick Waters Watts,Romanticism,6,1
Ariadne,George Frederic Watts,Impressionism,5,9
Gamepiece with a Dead Heron,Jan Weenix,Baroque,9,1
The Highland Family,Sir David Wilkie,Romanticism,7,8
Lake Nemi and Genzano from the Terrace of the Capuchin Monastery,Richard Wilson,Baroque,4,1
"The Empress Eugenie (Eugenie de Montijo, 1826-1920, Condesa de Teba)",Franz Xaver Winterhalter,Realism,8,1
"Countess Alexander Nikolaevitch Lamsdorff (Maria Ivanovna Beck, 1835-1866)",Franz Xaver Winterhalter,Realism,9,2
Florinda,Franz Xaver Winterhalter,Realism,10,9
Allegory of the Arts,Jacob de Wit,Baroque,5,7
An Interesting Story (Miss Ray),William Wood,Romanticism,1,1
A Man and a Woman on Horseback,Philips Wouwerman,Baroque,3,2
The Golden Age,Joachim Wtewael,Baroque,2,9
Kitchen Scene,Peter Wtewael,Baroque,10,7
Richard Abell,Christian Friedrich Zincke,Baroque,1,1
Mrs. Vanderbank,Christian Friedrich Zincke,Baroque,1,1
"Frieda Schiff (1876-1958), Later Mrs. Felix M. Warburg",Anders Zorn,Impressionism,8,1
Edward R. Bacon (1846-1915),Anders Zorn,Impressionism,9,2
"Mrs. Walter Rathbone Bacon (Virginia Purdy Barker, 1862-1919)",Anders Zorn,Impressionism,10,1
"Mrs. John Crosby Brown (Mary Elizabeth Adams, 1842-1918)",Anders Zorn,Impressionism,6,1
Battle between Christians and Muslims at El Sotillo,Francisco de Zurbaran,Baroque,10,3
Saint Benedict,Francisco de Zurbaran,Baroque,10,9
The Young Virgin,Francisco de Zurbaran,Baroque,9,10
"Ponte San Rocco and Waterfalls, Tivoli",Francois Marius Granet,Romanticism,3,3
Scene in the Jewish Quarter of Constantine,Theodore Chasseriau,Realism,5,1
Sunset after a Storm on the Coast of Sicily,Andreas Achenbach,Realism,8,3
The Last Communion of Saint Mary of Egypt,Marcantonio Franceschini,Baroque,4,1
Christ Presented to the People (Ecce Homo),Sodoma (Giovanni Antonio Bazzi),Renaissance,6,1
Cypresses,Vincent van Gogh,Impressionism,8,10
A Roman Landscape with Figures,Goffredo Wals,Baroque,3,1
"La Berceuse (Woman Rocking a Cradle; Augustine-Alix Pellicot Roulin, 1851-1930)",Vincent van Gogh,Impressionism,8,1
Pansies,Henri Fantin-Latour,Expressionism,2,8
The Denial of Saint Peter,Caravaggio (Michelangelo Merisi),Baroque,9,3
"On the Beach, Dieppe",Eugene Boudin,Realism,3,7
Princess Pauline Metternich (1836-1921) on the Beach,Eugene Boudin,Realism,2,2
Dish of Apples,Paul Cezanne,Impressionism,5,9
Seated Peasant,Paul Cezanne,Impressionism,5,3
The Curious Little Girl,Camille Corot,Realism,3,1
Race Horses,Edgar Degas,Impressionism,3,7
Roses in a Bowl,Henri Fantin-Latour,Impressionism,3,7
Roses and Lilies,Henri Fantin-Latour,Impressionism,5,7
Asters and Fruit on a Table,Henri Fantin-Latour,Realism,5,1
Olive Trees,Vincent van Gogh,Impressionism,7,1
Still Life with Teapot and Fruit,Paul Gauguin,Impressionism,5,1
Three Tahitian Women,Paul Gauguin,Impressionism,3,1
Two Women,Paul Gauguin,Expressionism,8,10
"Madame Manet (Suzanne Leenhoff, 1829-1906) at Bellevue",Edouard Manet,Impressionism,6,1
Camille Monet (1847-1879) on a Garden Bench,Claude Monet,Impressionism,6,5
Poppy Fields near Argenteuil,Claude Monet,Impressionism,6,3
Camille Monet (1847-1879) in the Garden at Argenteuil,Claude Monet,Impressionism,7,6
"The Stroller (Suzanne Hoschede, later Mrs. Theodore Earl Butler, 1868-1899)",Claude Monet,Impressionism,8,4
The Path through the Irises,Claude Monet,Expressionism,10,8
"The Pink Dress (Albertie-Marguerite Carre, later Madame Ferdinand-Henri Himmes, 1854-1935)",Berthe Morisot,Realism,6,5
Nini in the Garden (Nini Lopez),Auguste Renoir,Impressionism,5,1
"Eugene Murer (Hyacinthe-Eugene Meunier, 1841-1906)",Auguste Renoir,Impressionism,4,5
Bouquet of Chrysanthemums,Auguste Renoir,Impressionism,6,6
Reclining Nude,Auguste Renoir,Impressionism,7,1
"The Daughters of Catulle Mendes, Huguette (1871-1964), Claudine (1876-1937), and Helyonne (1879-1955)",Auguste Renoir,Impressionism,10,1
"Gray Weather, Grande Jatte",Georges Seurat,Impressionism,7,2
The Streetwalker,Henri de Toulouse-Lautrec,Impressionism,6,8
Henri-Gabriel Ibels (1867-1936),Henri de Toulouse-Lautrec,Impressionism,4,1
Woman before a Mirror,Henri de Toulouse-Lautrec,Impressionism,5,9
Saint Julian,Taddeo Gaddi,Gothic,4,9
The Antechamber of the Sala del Maggior Consiglio,Francesco Guardi,Neoclassicism,4,1
The Ridotto Pubblico at Palazzo Dandolo,Francesco Guardi,Neoclassicism,4,1
The Holy Family with Saint John the Baptist,Nicolas Poussin,Baroque,6,4
The Chariot of Aurora,Giovanni Battista Tiepolo,Baroque,7,3
The Man of Sorrows with Two Angels,Francesco di Giorgio Martini,Renaissance,9,1
Summer Flowers,Henri Fantin-Latour,Impressionism,5,1
"Study for ""Portrait of an Indian""",Anne Louis Girodet-Trioson,Romanticism,3,1
Jean-Louis-Andre-Theodore Gericault (1791-1824),Horace Vernet,Romanticism,4,1
Tea,James Tissot,Impressionism,5,10
"The Public Viewing David's ""Coronation"" at the Louvre",Louis Leopold Boilly,Romanticism,7,1
"The Grand Canal, Venice, Looking South toward the Rialto Bridge",Canaletto (Giovanni Antonio Canal),Baroque,6,5
"Campo Santa Maria Zobenigo, Venice",Canaletto (Giovanni Antonio Canal),Baroque,6,1
"The Grand Canal, Venice, Looking Southeast, with the Campo della Carita to the Right",Canaletto (Giovanni Antonio Canal),Baroque,6,7
"Campo Sant'Angelo, Venice",Canaletto (Giovanni Antonio Canal),Baroque,6,6
Warwick Castle,Canaletto (Giovanni Antonio Canal),Baroque,5,9
Desdemona (The Song of the Willow),Theodore Chasseriau,Realism,3,2
Rebecca and the Wounded Ivanhoe,Eugene Delacroix,Romanticism,6,2
Queen Henrietta Maria,Anthony van Dyck,Baroque,8,4
Horsewoman,Theodore Gericault,Romanticism,4,6
The Bouquet of Violets,Eva Gonzales,Impressionism,2,9
"The Villa Loredan, Paese",Francesco Guardi,Neoclassicism,6,4
"The Island of San Michele, Venice",Francesco Guardi,Neoclassicism,6,4
A Huntsman and a Peasant Woman by the Isar River with a View of Munich,Wilhelm von Kobell,Romanticism,2,1
"Woman in Turkish Dress, Seated on a Sofa",Jean Etienne Liotard,Baroque,5,4
A Man Leaning on a Parapet,Georges Seurat,Impressionism,1,1
The Garter,Jean Francois de Troy,Baroque,6,9
The Declaration of Love,Jean Francois de Troy,Baroque,6,7
The Meeting of Antony and Cleopatra,Giovanni Battista Tiepolo,Baroque,5,1
The Departure of the Gondola,Giovanni Domenico Tiepolo,Baroque,5,1
Julie Le Brun (1780-1819) Looking in a Mirror,Elisabeth Louise Vigee Le Brun,Neoclassicism,6,1
Saint Catherine of Alexandria in Prison,Paolo Veronese (Paolo Caliari),Renaissance,8,6
The Fishermen (Fantastic Scene),Paul Cezanne,Impressionism,6,5
"The ""Kearsarge"" at Boulogne",Edouard Manet,Realism,8,1
Young Woman with Ibis,Edgar Degas,Realism,8,6
Springtime,Pierre-Auguste Cot,Impressionism,10,9
An Eruption of Vesuvius,Johan Christian Dahl,Romanticism,9,8
The Burial of Christ,Annibale Carracci,Renaissance,3,6
A Winter Landscape with Ice Skaters and an Imaginary Castle,Christoffel van den Berghe,Baroque,3,2
A Beach with Fishing Boats,Jan van Goyen,Baroque,3,7
A View of The Hague from the Northwest,Jan van Goyen,Baroque,7,6
"Still Life with Oysters, a Silver Tazza, and Glassware",Willem Claesz Heda,Baroque,6,1
Portrait of a Man with a Shell,Thomas de Keyser,Baroque,2,1
Portrait of a Woman with a Balance,Thomas de Keyser,Baroque,2,1
Young Woman with a Red Necklace,Rembrandt,Baroque,2,1
Fishing Boats on a River,Salomon van Ruysdael,Baroque,4,9
View from the Quai d'Orsay,Johan Barthold Jongkind,Realism,5,4
Saint John the Baptist; Saint Francis Receiving the Stigmata,Gerard David,Renaissance,2,1
Lighthouse at Groix,Paul Signac,Expressionism,8,4
The Virgin Adored by Saints,Scarsellino (Ippolito Scarsella),Baroque,6,4
"Madame Jacques-Louis-Etienne Reizet (Colette-Desiree-Therese Godefroy, 1782-1850)",Anne Louis Girodet-Trioson,Romanticism,5,1
Nymph and Shepherd,Johann Liss,Baroque,8,8
Pope Pius VII (1742-1823),Bianca Boni,Romanticism,1,5
Man Holding a Jug,Michiel Sweerts,Baroque,4,5
Two Men Contemplating the Moon,Caspar David Friedrich,Romanticism,3,5
The Virgin Adoring the Host,Jean Auguste Dominique Ingres,Realism,3,1
Jean Monet (1867-1914) on His Hobby Horse,Claude Monet,Impressionism,6,1
View near Rouen,Richard Parkes Bonington,Romanticism,3,3
Landscape with Travelers on a Woodland Path,Jan Brueghel the Elder,Baroque,1,3
The Flagellation,Master of the Berswordt Altar,Gothic,5,9
The Birth and Naming of Saint John the Baptist; (reverse) Trompe-l'oeil with Painting of The Man of Sorrows,Bernard van Orley,Renaissance,6,1
The Outskirts of a Village,Edmond-Francois Aman-Jean,Impressionism,1,1
Dancer,Edgar Degas,Impressionism,4,9
"Scene from the Gallic Wars: The Gaul Littavicus, Betraying the Roman Cause, Flees to Gergovie to Support Vercingetorix",Theodore Chasseriau,Romanticism,4,1
Still Life with Shells and a Chip-Wood Box,Sebastian Stoskopff,Baroque,5,1
"Gustavus Hamilton (1710-1746), Second Viscount Boyne, in Masquerade Costume",Rosalba Carriera,Baroque,5,1
"Leon Palliere (1787-1820) in His Room at the Villa Medici, Rome",Jean Alaux,Romanticism,5,1
Madame Charles Maurice de Talleyrand Perigord (1761-1835),baron Francois Gerard,Romanticism,10,1
"On the Beach, Sunset",Eugene Boudin,Realism,4,10
The Sack of Jerusalem by the Romans,Francois Joseph Heim,Romanticism,3,1
Jean Charles Garnier d'Isle (1697-1755),Maurice Quentin de La Tour,Baroque,6,5
"Comtesse de La Tour-Maubourg (Marie-Louise-Charlotte-Gabrielle Thomas de Pange, 1816-1850)",Theodore Chasseriau,Realism,9,1
"Francois Gerard (1770-1837), later Baron Gerard",baron Antoine Jean Gros,Neoclassicism,5,1
Olivier Journu (1724-1783),Jean-Baptiste Perronneau,Baroque,5,1
Retreat from the Storm,Jean-Francois Millet,Realism,4,8
"The Children of Martin Anton Heckscher: Johann Gustav Wilhelm Moritz (1797-1865), Carl Martin Adolph (1796-1850), and Leopold (born 1792)",Johann Heinrich Wilhelm Tischbein,Romanticism,9,1
Edge of a Wood,Theodore Caruelle d'Aligny,Realism,3,7
"The Arch of Titus and the Forum, Rome",French Painter,Romanticism,5,1
"The Nation Is in Danger, or the Enrollment of Volunteers at the Place du Palais-Royal in July 1792",Auguste-Hyacinthe Debay,Romanticism,4,1
Landscape,Jean Victor Bertin,Romanticism,3,10
Classical Landscape with Figures,Jean Victor Bertin,Romanticism,4,1
Lake Fucino and the Abruzzi Mountains,Joseph Bidauld,Neoclassicism,3,1
Pilgrims Arriving at Rome during the Jubilee,Claude Bonnefond,Romanticism,4,1
Pozzuoli and the Bay of Naples,Alexandre Calame,Realism,3,1
First Steps,Franz Ludwig Catel,Romanticism,4,10
The Abduction of Rebecca by a Knight Templar,Leon Cogniet,Romanticism,3,3
The Italian Brigand's Wife,Leon Cogniet,Romanticism,2,1
View of Beirut,Jules Coignet,Realism,4,6
Waterfall at Terni,Camille Corot,Romanticism,2,2
"The Giralda, Seville",Adrien Dauzats,Romanticism,2,7
Mountainous Landscape at Vicovaro,Simon Denis,Neoclassicism,2,1
Mountainous Landscape at Tivoli,Simon Denis,Neoclassicism,2,6
Cloud Study (Early Evening),Simon Denis,Neoclassicism,2,3
Cloud Study (Distant Storm),Simon Denis,Neoclassicism,2,5
"View on the Quirinal Hill, Rome",Simon Denis,Neoclassicism,3,1
"Fortified Wall, Italy",Simon Denis,Neoclassicism,3,1
"View from the Villa d'Este, Tivoli",Simon Denis,Neoclassicism,4,1
Interior Passage in the Colosseum,Francois Diday,Romanticism,3,1
"The Palazzo Reale and the Harbor, Naples",Alexandre Hyacinthe Dunouy,Romanticism,2,1
Subiaco,Alexandre Hyacinthe Dunouy,Neoclassicism,2,9
"Male Nude, Seen from Behind",Hippolyte Flandrin|Paul Flandrin,Romanticism,4,7
"View of the Villa Torlonia, Frascati, at Dusk",Paul Flandrin,Romanticism,2,6
"A Section of the Claudian Aqueduct, Rome",Andre Giroux,Romanticism,2,1
"Monks in the Cloister of the Church of Gesu e Maria, Rome",Francois Marius Granet,Romanticism,4,1
The Gate to the Temple of Luxor,"Antoine-Xavier-Gabriel de Gazeau, comte de La Bouere",Romanticism,2,1
Study of a Female Nude,Henri Lehmann,Romanticism,2,6
A Man from the Middle East in the Artist's Studio,Auguste-Xavier Leprince,Romanticism,2,1
A Shepherd and a Rider on a Country Lane,Auguste-Xavier Leprince,Romanticism,3,5
Landscape with a Shepherd,French Painter,Romanticism,3,7
Pope Gregory XVI Visiting the Church of San Benedetto at Subiaco,Jean-Francois Montessuy,Realism,9,1
The Flagellation of Christ,Leon Palliere,Romanticism,3,8
View in the Gardens of the Villa d'Este,Leon Palliere,Romanticism,2,1
View of Porta Pinciana from the Gardens of the Villa Ludovisi,Francois Edouard Picot,Romanticism,3,1
"View of the Basilica of Constantine from the Palatine, Rome",Charles Remond,Romanticism,2,1
View of the Colosseum and the Arch of Constantine from the Palatine,Charles Remond,Romanticism,3,1
Entrance to the Grotto of Posillipo,Charles Remond,Romanticism,3,7
"Virgil's Tomb, Naples",Franz Ludwig Catel,Romanticism,2,6
Brigand and His Wife in Prayer,Leopold Robert,Romanticism,4,5
The Faience Restorer,Paul-Narcisse Salieres,Realism,6,6
"The Temple of Vesta, Tivoli",French Painter,Romanticism,3,3
"Study for ""Young and His Daughter""",Pierre Antoine Augustin Vafflard,Romanticism,2,4
"The Banks of the Rance, Brittany",Pierre Henri de Valenciennes,Neoclassicism,3,2
Stormy Coast Scene after a Shipwreck,French Painter,Romanticism,6,1
Saint Francis,Federico Barocci,Renaissance,8,10
The Dormition of the Virgin,Carlo Saraceni,Baroque,10,4
Saint George,Carlo Crivelli,Renaissance,5,10
The Potato Peeler (reverse: Self-Portrait with a Straw Hat),Vincent van Gogh,Impressionism,3,1
The Servant Justified,Nicolas Lancret,Baroque,3,2
Brother Philippe's Geese,Nicolas Lancret,Baroque,3,1
Faustine Leo (1832-1865),Henri Lehmann,Realism,8,1
"Haystacks, Morning, Eragny",Camille Pissarro,Impressionism,7,1
Pleasure,Anton Raphael Mengs,Baroque,5,10
The Abduction of Rebecca,Eugene Delacroix,Realism,8,1
"Madame Georges Charpentier (Marguerite-Louise Lemonnier, 1848-1904) and Her Children, Georgette-Berthe (1872-1945) and Paul-Emile-Charles (1875-1895)",Auguste Renoir,Impressionism,10,1
The Forest in Winter at Sunset,Theodore Rousseau,Realism,10,1
The Dance Class,Edgar Degas,Impressionism,7,9
Joseph-Antoine Moltedo (born 1775),Jean Auguste Dominique Ingres,Romanticism,6,2
Young Man in the Costume of a Majo,Edouard Manet,Realism,10,1
Young Ladies of the Village,Gustave Courbet,Realism,10,2
Ia Orana Maria (Hail Mary),Paul Gauguin,Impressionism,8,1
The Repast of the Lion,Henri Rousseau (le Douanier),Expressionism,10,2
The Manneporte (Etretat),Claude Monet,Impressionism,7,2
Saint John the Baptist Preaching,Mattia Preti (Il Cavalier Calabrese),Baroque,10,2
Parochialstrasse in Berlin,Eduard Gaertner,Romanticism,3,2
Male Nude,Edgar Degas,Realism,4,10
In Full Sunlight (En plein soleil),James Tissot,Impressionism,2,1
An Overgrown Mineshaft,Carl Gustav Carus,Romanticism,2,1
"View in the Stables of the Villa of Maecenas, Tivoli",Francois Marius Granet,Romanticism,2,5
Columns of the Temple of Neptune at Paestum,Constantin Hansen,Romanticism,2,5
A Storm off the Normandy Coast,Eugene Isabey,Realism,4,1
An Evening beside Lake Arreso,Johan Thomas Lundbye,Romanticism,2,3
View from the Citadel Ramparts in Copenhagen by Moonlight,Martinus Rorbye,Romanticism,2,5
The Cemetery at Pronoia near Nauplia,Carl Rottmann,Realism,2,6
Mother and Child by the Sea,Johan Christian Dahl,Romanticism,1,8
The Family of Mr. Westphal in the Conservatory,Eduard Gaertner,Romanticism,2,5
Saint Maurice,Lucas Cranach the Elder and Workshop,Renaissance,7,10
The Glorification of the Royal Hungarian Saints,Franz Anton Maulbertsch,Neoclassicism,6,2
The Reverend Philip Cocks (1735-1797),Johan Joseph Zoffany,Baroque,7,1
The Mass of Saint Basil,Pierre Hubert Subleyras,Baroque,9,2
Gothic Windows in the Ruins of the Monastery at Oybin,Carl Gustav Carus,Romanticism,3,2
Study of a Boy in a Blue Jacket,Benedetto Luti,Baroque,3,5
Study of a Girl in Red,Benedetto Luti,Baroque,3,8
Wanderer in the Storm,Julius von Leypold,Romanticism,5,4
"Portrait of a ""Mamelouk""",Horace Vernet,Romanticism,6,1
Copenhagen Harbor by Moonlight,Johan Christian Dahl,Realism,9,6
